Name,Address,City,lng,lat,Phone,Website,Introduction,Open_Time,Rating,Suggested_Duration,lng.1,lat.1
百间楼Baijianlou,湖州市南浔区南浔古镇东百间楼河两岸,Suzhou,120.425144,30.884357,0572-3016999,,百间楼，相传是明代礼部尚书董份给他家的奴仆们建造的住所，始建时约有楼房百间，故名”百间楼”。百间楼全长400余米，房舍集中的一段是河东岸的莲花桥到长桥一段，河两岸密布着鳞次栉比的房屋，白墙、青瓦、沿廊、河埠、花墙、卷门、廊檐，每一家的房屋都如出一辙，屋外运河水流淌，船只去了又回，是江南水乡亘古不变的婉约运河风光。百间楼房舍连排，侧墙相接。楼房为传统的乌瓦粉墙，形成由轻巧通透的卷洞门组成的骑楼式长街。两岸有石桥相连。沿河石砌护岸整齐，且有河埠，即方便...百间楼，相传是明代礼部尚书董份给他家的奴仆们建造的住所，始建时约有楼房百间，故名”百间楼”。百间楼全长400余米，房舍集中的一段是河东岸的莲花桥到长桥一段，河两岸密布着鳞次栉比的房屋，白墙、青瓦、沿廊、河埠、花墙、卷门、廊檐，每一家的房屋都如出一辙，屋外运河水流淌，船只去了又回，是江南水乡亘古不变的婉约运河风光。百间楼房舍连排，侧墙相接。楼房为传统的乌瓦粉墙，形成由轻巧通透的卷洞门组成的骑楼式长街。两岸有石桥相连。沿河石砌护岸整齐，且有河埠，即方便百姓、船家、商人上岸、下船，搬运货物和出行，又便于百姓汲水和洗涤。百间楼的建筑既保持明代建筑风格，又具有清代建筑遗韵。是具有典型江南水乡风味的民居楼群建筑。,具体开放时间请咨询景区,4.6,建议游览时间：3小时,120.425144,30.884357
千灯古镇Qiandeng Ancient Town,苏州市昆山市千灯古镇尚书路1号,Suzhou,120.997735,31.267594,0512-57478178,http://www.chinaqiandeng.com/,千灯古镇北距昆山市区15公里，西距苏州市中心35公里，东距上海虹桥机场30公里，夹在一众水乡之间，远的有乌镇、西塘，近的有周庄、锦溪、甪直、同里，远不如知名古镇的精致，只是水乡居民日常起居的住处。在江浙名不见经传的一隅，躲藏着不少这样的水乡，被圈成景点后，省了游客的寻寻觅觅，来看看寻常当地水乡的农家，它就像某个江南姑娘或小伙嘴里念叨的外婆家。古镇上有四大看点，一是江苏省最长的石板街，二是延福禅寺，三是昆曲发源地，四是顾炎武的故乡。千灯古镇南北走向，主入口开在古镇中段，位于镇东侧，和古镇隔着一条河道千灯浦。你可以在河东临水有屋棚的长廊里走走，看看河边白墙黑瓦的水乡人家，衣服临河晒着，探出窗子的老人悠闲地逗弄着竹笼里养的鸟。或者过桥到江苏省最长的石板街走走，铺着青石板的小道南北贯穿古镇，全长1.5公里，街道狭窄，两边建筑的屋檐形成一线天，住在街两侧二楼的居民，伸出手就可以和对方握手。镇中出租古装的店不少，你还可以拍拍古装照。古镇有2500年历史，想看古建筑，建议由镇北往南游览。镇北余氏典当，为明末清初徽商的老宅，当时算镇上的大户，现存的五进徽派建筑很气派，屋内摆放着红木家具，门上有精美的雕花。余氏典当南边的延福禅寺和秦峰塔都始建于梁天监二年（公元503年），后代屡毁屡修，你可以像当地百姓一样在寺院里祈福。高七层的秦峰塔是古镇的地标，老远地在古镇入口就能看到，可惜出于保护的需要不能登塔。继续往南走，到古镇中段的顾坚纪念馆，馆中介绍顾坚和昆曲，顾坚是元末明初千灯人，昆山腔（昆曲）的创始者之一。纪念馆边上的古戏台，只有在团队游客来时，才会表演昆曲、江南丝竹等节目。古镇南端是提出“天下兴亡，匹夫有责”的明末清初思想家顾炎武的故居，门面不张扬，里面比想象的要大得多。故居老屋门楼上的砖刻值得一看，往南有顾炎武墓地（亭林墓）和亭林祠，往西更深处，是园林式的顾园。如果你还想更进一步探访古镇，在江南人家可以看到旧时江南普通人家的布局；离顾坚纪念馆不远的千灯灯馆，陈列着千盏从古到今的油灯；镇北的根雕馆，有类似中学课文《核舟记》里的核舟，舟长不过4.5厘米，刻着29个黄豆般大小的人物，舟上的八扇窗都可以推动；还有路边的永福井（双井），都能给你带来惊喜。古镇石板街两旁商铺林立，临河的长廊边也有些餐馆，可以品尝到芡实糕、青团（清明节时令糕点）、袜底酥等小吃，其中袜底酥在去过古镇的游客中口碑很好。边吃边逛或者找家小店坐下，记得一定要来一份昆山特色美食奥灶面，小馄饨也不错，汤中有满满的蛋皮丝、紫菜和虾皮。,8:30-16:30,4.4,建议游览时间：12小时 - 3天,120.997735,31.267594
香雪海Xiangxuehai,苏州市吴中区光福镇倪巷村福湖路,Suzhou,120.36541,31.289525,"0512-66959008, 0512-66959608",,邓尉香雪海位于光福古镇邓尉山一带，这里自古为江南赏梅佳处，是与武汉东园、南京梅花山、杭州超山并称的四大赏梅胜地之一，“有邓尉梅花甲天下，望中无地不栽梅”之称。每当二月，梅花吐蕊，势若雪海，满山盈谷，香气醉人，“香雪海”三字声名远扬。游览指南无论是否在花期，香雪海都值得你一逛，香雪海景区有闻梅馆、梅花亭、乾隆御诗碑等景点。从正门进入景区，往左手边走，穿过长长的一道梅林，你可以看见一块刻有“香雪海”的巨石，路途中随处取景，可以出大量的好片，记得多拍照留念，石头后面还有一饮清泉，称之为“梅泉”。沿梅园右侧，你可以来到梅海观景台，在这里你可以将这里的美景一览无余。接下来你会看到乾隆御碑，这是清朝康熙和乾隆，先后几次南巡至此留下的许多御制诗文，该碑书为乾隆所书碑刻中的上品，中间刻有“御笔”二字。梅花亭，亭上站着一只仙鹤，旁边的石崖上刻着许多文人的墨宝，在古时其在梅园地位极高。每年的“梅花节”，这里除了赏梅花之外，还有十余方摩崖石刻和造型别致的梅花亭以及粉墙黛瓦的闻梅阁。餐饮光福镇景区这一带餐厅相对较少，建议吃了再去，或者自备粮食前往游玩。,全年 08:30-17:00,4.4,建议游览时间：2小时 - 3小时,120.36541,31.289525
阳澄湖半岛旅游度假区Yangcheng Lake Peninsula Tourist Resort,苏州市工业园区阳澄环路999号,Suzhou,120.709994,31.383933,4008288000,http://www.sip-ych.com/,阳澄湖半岛旅游度假区位于阳澄湖南岸，在这里，不管是搭乘观光车赏花踏青，还是随性漫步探索属于自己的风景，都一定是一路欢声笑语。莲池湖公园、仙樱湖公园、云杉湖公园三大生态公园里的满园春色令人流连。如果你喜欢骑行，千万别错过18公里的环湖自行车道，沿蜿蜒湖岸与林中小径饱览美景。此外，你还可以去重元寺礼佛，或者去奕欧来买买买。,9:00-17:00,4.4,建议游览时间：2小时 - 3小时,120.709994,31.383933
盘门Pan Gate,苏州市东大街1号,Suzhou,120.612949,31.290511,0512-65260004,http://www.panmen.com.cn/,盘门位于苏州古城西南角，中国的古城门很多，盘门的独特之处在于它是全国现存的水陆并联城门，系因苏州水网纵横，因地制宜而建。盘门景区内除盘门，还有吴门桥、瑞光塔值得一看，合为“盘门三景”。盘门始建于春秋吴国阖闾元年（公元前514年），是伍子胥所筑苏州城的八座城门之一，现存的盘门是元代重建的。沿着跑马道登上盘门，可以看到整个水门、陆门的全貌。水门在外侧（南侧），有两道，运河从城门底下流过，两门之间形成四方形的水瓮城，有暗道通向城楼。陆门在内侧（北侧），也有两道，两门之间是四方形的陆瓮城，藏兵洞可以匿藏数百兵卒。敌人即使攻破了一道城门也没关系，埋伏的士兵正好来个“瓮中捉鳖”。盘门还连接着300多米长的城墙，走在盘门上，你能发现射孔、闸口、绞关石等，还有几枚清代的大炮，对盘门在古代军事防御上的作用会有非常直观的感受。盘门上的城楼则是1986年重建的。盘门西边是纪念伍子胥的伍相祠，为现代重建，唯有祠北一对夹旗杆用的千年夹石是唐代原物。伍相祠由厅堂、廊亭和花园组成，东院经常有评弹等演出。伍相祠南边的的水城探幽码头可以坐免费的摇橹船，船从盘门两道水门下经过，仰望城门，爬山虎攀爬在古老的门洞上，宏伟中又有几分水乡秀气，船行到城外的护城河就会原路返回，全程约10分钟。摇橹大娘还会用吴语唱歌，可能会向你收取小费。盘门南边是吴门桥，始建于北宋元丰七年（公元1084年），一开始由三座桥相连，晚清时重修才把桥改成了我们现在所见的单孔石拱桥。桥高约10米，是苏州的单孔石拱桥。站在桥上拍盘门，角度很不错。盘门东北是瑞光塔，相传为三国孙权为报母恩所建，北宋景德元年（公元1004年）重建，晚清毁于战乱，砖砌塔身，之后再行修复。塔高7层，登上去可以俯看盘门景区。该塔出名的原因，大概是1978年在塔的第三层天宫中发现了真珠舍利宝幢，现为苏州博物馆的镇馆之宝之一。“盘门三景”全部看完后，就可以在景区里随意走走，运河流过，小桥、假山、亭台楼阁，可以拍拍照，喂喂水里的鲤鱼。若还意犹未尽，东北边的沧浪亭离盘门不远，再东边是网师园，沧浪亭、网师园又紧邻苏州有名的餐饮、工艺特色街十全街，可一并游览。,7:30-17:00；夜花园开放时间18:00-20:00，19:30停止入场。,4.7,建议游览时间：12小时 - 3天,120.612949,31.290511
洞庭东山Dongting Dongshan,苏州市吴中区盛境旁,Suzhou,120.374036,31.071679,0512-66396193,, 东山又称洞庭东山，距苏州市区约2小时公交车程，是一座伸入太湖中的半岛，下辖数个太湖中的小岛。看烟波飘渺的湖景、品尝湖鲜是来此必做的事，岛上的景点以古建筑为主，游玩起来比较轻松，适合年长的游客。东山主要景点中除了三山岛是须坐船才能到达的孤岛，其他都在东山半岛上。半岛西侧是以莫厘峰为主的山峰，各景点围绕着山，由环山路串联起来，所以游览路线呈环形。东山镇中心的“东山邮政支局”公交站坐629路可以环绕北半圈，坐627路可以环绕南半圈。路两边处处可见白墙黑瓦的民居和大片果树，629路更是沿着太湖边行驶的，一路都是风景。夜晚的东山很宁静，环山路就像太湖上的一条玉带，排排路灯，以及青山脚下民居的点点灯光，投射到太湖里，又是另一番风景。若要游玩较多的景点，建议购买东山联票，非常划算，联票2天有效。不上三山岛的话，一天能游完东山，就是比较赶，尽量安排两天时间；若上三山岛，尽量安排三天，东山半岛住一晚，三山岛上住一晚。东山半岛和三山岛上都有很多农家乐，各家条件差不多。东山半岛上推荐住在陆巷古村内，古村是环线的中点，627路与629路在此交汇；三山岛上挑自己喜欢的入住即可。在当地的农家乐，别忘品尝特色美食，“太湖三白”白鱼、银鱼、白虾味道鲜美，秋天能吃到太湖大闸蟹。东山四季有不同的绿色产品，4月的碧螺春茶、5月的枇杷、秋天的橘子很是出名，公路边与景点门口常能见到叫卖的小贩。到达东山后，可以先游玩启园（席家花园），这是一座典型的苏州园林，柳毅井、康熙手植杨梅树和御码头为“三宝”，特色在于它纳入了太湖湖景，御码头伸入太湖之中。然后沿环山路北半圈到达陆巷古村，为标榜明代王鏊连中解元、会元、探花而建的三块牌坊是古村的地标，各个作为景点的民宅里几乎都有漂亮的小花园。傍晚可以去古村对面的太湖渔村看港口渔船和太湖上的日落。走南半圈赴紫金庵，沿途会依次经过轩辕宫、明善堂、杨湾古村，若时间充裕，可以一游。紫金庵的看点在于罗汉殿里栩栩如生、历史悠久的彩绘泥塑，在庵内的素膳斋可以吃素斋解决午饭。然后去无处不雕的雕花楼，记得留意暗壁、藏宝阁、孩儿莲。带小孩的游客若是孩子对人文景点兴趣不大，不妨去距雕花楼不远的雨花胜境爬山，由此到莫厘峰顶至少需要步行1小时，在山顶可远眺太湖。在苏州东山镇的长圻码头（629路可达）有班船前往三山岛的先奇码头，单程20元，具体班次可详见三山岛官网“关于三山岛”板块里的“交通指南”，网址：http://www.ssdly.com.cn/。在先奇码头附近的自行车租赁点借辆自行车骑行是不错的游览方式，参考价10元/次。岛东岸的先奇码头到姐妹桥有湿地风光可看，岛中央的山上（湿地附近的娘娘庙这有路上山）和西南角的太湖边有太湖石可看。,全年 全天开放,4.7,建议游览时间：3天 - 9天,120.374036,31.071679
苏州园林博物馆Suzhou Garden Museum,苏州市姑苏区东北街202号,Suzhou,120.624987,31.325345,0512-67575666，0512962015,http://ylbwg.szzzy.cn/,苏州园林博物馆新馆与拙政园和太平天国忠王府毗邻。新馆内采用书画、模型、投影电视等多种形式展示姑苏园林，让参观者直观、轻松地了解姑苏园林特点、历史和文化。这座新馆由序厅、园林历史厅、园林艺术厅、园林文化厅、园林传承厅五部分组成。如果你无法领略苏州全部园林，或者你想深入了解一下这项世界文化遗产的内涵与价值所在，不妨花上一个小时来此，大有裨益。,周二-周日9:00-16:30，周一闭馆。,4.5,建议游览时间：1小时,120.624987,31.325345
南湖湿地公园Nanhu Wetland Park,苏州市常熟市苏虞张公路与沈张路的路口向北,Suzhou,120.631567,31.595709,,,南湖湿地公园是位于常熟的休闲湿地公园，这里有着丰富的湿地景观，还可以租自行车骑行，春天来此踏青赏花更是个不错的选择。一进入南湖湿地公园便能感受到这里的生态气息，生机盎然的绿植环湖生长着，倒映在水中，景色十分秀美。在公园入口处便可以租到自行车，环湖转悠一圈也非常惬意。,全年 全天开放,4.8,建议游览时间：1小时 - 2小时,120.631567,31.595709
苏州御窑金砖博物馆Suzhou Yu Kiln Jinzhuan Museum,苏州市相城区阳澄湖西路95号,Suzhou,120.608218,31.363475,0512-66182178,http://www.szyyjzbwg.com/,苏州御窑金砖博物馆（又称苏州御窑遗址园）位于相城区阳澄湖西路，由知名建筑设计师刘家琨主持设计，以展示“御窑金砖”历炼过程及其深厚的历史文化内涵为主。博物馆由游客服务中心、交流中心、博物馆主馆、配套服务区组成。主馆是整个博物馆的核心建筑，通过三个层面将御窑金砖“开物”、“成器”、“致用”的不同历程完整展现出来，采用文物陈列、场景复原、科技模拟、互动游戏等多种展陈手段层层递进，生动再现了御窑金砖从阳澄湖畔的地域性物质原料——黄泥粘土到王朝高殿宇的历炼...苏州御窑金砖博物馆（又称苏州御窑遗址园）位于相城区阳澄湖西路，由知名建筑设计师刘家琨主持设计，以展示“御窑金砖”历炼过程及其深厚的历史文化内涵为主。博物馆由游客服务中心、交流中心、博物馆主馆、配套服务区组成。主馆是整个博物馆的核心建筑，通过三个层面将御窑金砖“开物”、“成器”、“致用”的不同历程完整展现出来，采用文物陈列、场景复原、科技模拟、互动游戏等多种展陈手段层层递进，生动再现了御窑金砖从阳澄湖畔的地域性物质原料——黄泥粘土到王朝高殿宇的历炼过程，成为“奉旨成造”的“钦工物料”。,全年 09:00-17:00,4.7,建议游览时间：2小时 - 4小时,120.608218,31.363475
大如意圣境Great Ruyi Sacred Place,苏州市金庭镇太湖西山岛绮里坞,Suzhou,120.235761,31.101614,0512-66277698,http://www.szgyy.com/,大如意圣境位于苏州太湖西山岛，南邻八百里烟波太湖，北靠太湖七十二峰之首缥缈峰，东西由形似青龙、白虎的山体环绕，左环右抱，地理位置，是集烧香拜佛、山水风光、休闲度假、修身养性于一体的佛教文化圣地。苏州太湖西山岛，自古寺庙众多，香火鼎盛，是历代相传的佛国圣地。景区内的大观音禅寺始建于南朝元嘉二年（公元425年），是中华古老的观音道场，曾与六位皇帝结下不解之缘。历代文人墨客慕名到此，留下大量诗词题咏之作。原址重建的大观音禅寺美轮美奂、精致典雅，全面颠覆了...大如意圣境位于苏州太湖西山岛，南邻八百里烟波太湖，北靠太湖七十二峰之首缥缈峰，东西由形似青龙、白虎的山体环绕，左环右抱，地理位置，是集烧香拜佛、山水风光、休闲度假、修身养性于一体的佛教文化圣地。苏州太湖西山岛，自古寺庙众多，香火鼎盛，是历代相传的佛国圣地。景区内的大观音禅寺始建于南朝元嘉二年（公元425年），是中华古老的观音道场，曾与六位皇帝结下不解之缘。历代文人墨客慕名到此，留下大量诗词题咏之作。原址重建的大观音禅寺美轮美奂、精致典雅，全面颠覆了传统寺庙的风格，代表当今佛教艺术新潮流。,7:30-17:30；寺庙及金刚座开放时间：8:00-17:15。,4.4,建议游览时间：1小时 - 2小时,120.235761,31.101614
苏州太湖湖滨国家湿地公园Suzhou Taihu Hubin National Wetland Park,苏州市吴中区胥香路和环太湖大道交汇处,Suzhou,120.35498,31.326041,0512-66311098,,苏州太湖湖滨国家湿地公园即太湖公园（水风车），和苏州太湖国家湿地公园是两个独立的湿地公园。苏州太湖湖滨国家湿地公园毗邻东山、西山景区，东起太湖景观大道水风车入口处，西至太湖新天地，全长2公里，占地约5平方公里，也是太湖景观大道的核心部分，伫立于太湖边大大的水风车是公园的标志性景点，也是摄影爱好者拍摄太湖的好位置。公园由风车堞影、栈桥探幽、悠然双亭、八仙过海、鸥鹭栖归、芦荡迷宫、渔舟唱晚、落日听涛等八大景观串连而成，主要为鸟类和鱼类提供栖息地。,全年 08:30-16:30,4.5,建议游览时间：2小时 - 3小时,120.35498,31.326041
沈厅,江苏省苏州市昆山市周庄古镇南市街96号,Suzhou,120.846537,31.114961,4008282900,,沈厅原名敬业堂，由沈万三后裔沈本仁于清乾隆七年建成。沈厅建筑面积庞大，一共有七进五门楼，大小100多间房屋。整个厅堂是典型的“前厅后堂”的建筑格局，气宇轩昂，布置精当。沈厅的第五进中，安放着江南豪富沈万三的坐像，他的面前有金光闪闪的聚宝盆。沈厅中，砖雕门楼最为精美，下面是五层砖雕，布置紧凑。正中有匾额，刻有“积厚流光”四字，四周额框刻有精细的红梅迎春浮雕。砖雕门楼上还镌有人物、走兽及亭台楼阁等图案，包括《西厢记》、《状元骑白马》等古典戏文，线...沈厅原名敬业堂，由沈万三后裔沈本仁于清乾隆七年建成。沈厅建筑面积庞大，一共有七进五门楼，大小100多间房屋。整个厅堂是典型的“前厅后堂”的建筑格局，气宇轩昂，布置精当。沈厅的第五进中，安放着江南豪富沈万三的坐像，他的面前有金光闪闪的聚宝盆。沈厅中，砖雕门楼最为精美，下面是五层砖雕，布置紧凑。正中有匾额，刻有“积厚流光”四字，四周额框刻有精细的红梅迎春浮雕。砖雕门楼上还镌有人物、走兽及亭台楼阁等图案，包括《西厢记》、《状元骑白马》等古典戏文，线条精细流畅，人物神态各异，栩栩如生。在一块长不盈尺的砖板上镌刻前、中、远三景，其刻工之精、构思之巧，足可与苏州网师园中的砖雕门楼媲美。,08:00-21:00 (1月1日-12月31日 周一-周日),4.5,建议游览时间：0.5小时 - 1小时,120.846537,31.114961
张厅Zhang Hall,苏州市昆山市周庄镇全福路4008282900,Suzhou,120.846106,31.115938,"0512-57211699, 0512-57217217, 0512-57215330",,张厅是周庄古镇为数不多的明代建筑之一，原名怡顺堂，后改名玉燕堂，俗称张厅。张厅是官宅，带有自己的花园，“轿从门前进，船自家中过”的布局很有看头。张厅的一进是门厅；二进是轿厅，也称茶厅，供主人接待轿夫、船夫等一般的客人所用，厅中有一块天然大理石照壁，上面的纹理像一幅山水画。三进是正厅玉燕堂，用于举办婚丧庆典和接待贵宾，厅内摆着明式家具，屋顶正梁角落里各有两块突出的椭圆形雕花板，像古代官帽上的帽翅，这正是官宅特点的反映，所以这个厅也叫纱帽厅。四进大堂楼是女眷生活起居的地方，值得留意的是柱子底下的楠木鼓墩，经历了五百多年的历史依然保存了下来，非常珍贵。堂内墙中间有幅对联，写着“轿从门前进，船自家中过”。第五进是琴棋室，第六进是书房，然后是后花园，。后花园的确有过人之处，园中小河箸泾与外面的大湖相通，有一方水池是供船只调头、停靠所用的，实际上这就是张家的私人码头，即“船自家中过”，张家家底之殷实可见一斑。后花园中的一柱太湖石玉燕峰也很引人注目。此外，在张厅大厅的东侧还有一条备（陪）弄，备弄非常狭窄只容一人通过，在古代，没有重要的客人来临，大门是不开的，当年自家人平时出入时所走的就是这条备弄。,具体开放时间请咨询景区,4.5,建议游览时间：0.5小时,120.846106,31.115938
怡园Yiyuan Garden,苏州市姑苏区人民路1265号,Suzhou,120.617083,31.309732,0512-65249317,,怡园是清光绪年间富绅顾文彬所建的私人花园，在苏州园林中建造晚，得以博采诸园之长，形成其集锦式的特点，由于其布局紧凑，手法得宜，有较高的观赏价值。全园面积约九亩，东西狭长。园景因地制宜分为东西两部，中以复廊相隔，廊壁花窗，沟通东西景色，得以增加景深。廊东以庭院建筑为主，曲廊环绕亭院，缀以花木石峰，从曲廊空窗望去皆成意蕴丰富的国画。廊西为全园主景区，池水居中，环以假山、花木及建筑。中部水面聚集，东西两端狭长，并建曲桥、水门，以示池水回环、涓涓不尽之意...怡园是清光绪年间富绅顾文彬所建的私人花园，在苏州园林中建造晚，得以博采诸园之长，形成其集锦式的特点，由于其布局紧凑，手法得宜，有较高的观赏价值。全园面积约九亩，东西狭长。园景因地制宜分为东西两部，中以复廊相隔，廊壁花窗，沟通东西景色，得以增加景深。廊东以庭院建筑为主，曲廊环绕亭院，缀以花木石峰，从曲廊空窗望去皆成意蕴丰富的国画。廊西为全园主景区，池水居中，环以假山、花木及建筑。中部水面聚集，东西两端狭长，并建曲桥、水门，以示池水回环、涓涓不尽之意。池北假山，全用优美湖石堆叠，山虽不高而有峰峦洞谷，与树木山亭相映。主要厅堂藕香榭，为一座鸳鸯厅式的四面厅。北临池水，南向庭院，右为小桥流水，左右有亭轩洞壑，由此可至西部各景区。东西两部还有历代名人书画条石数十方，可供观摩欣赏，人称“怡园法帖”。,全年 07:30-17:00,4.6,建议游览时间：2小时,120.617083,31.309732
林屋洞Linwu Cave,苏州市吴中区金庭镇下村林屋洞景区,Suzhou,120.301012,31.108929,"0512-66379880, 13771843441",,林屋洞位于太湖中的大岛西山岛的东侧，被道教誉为“第九洞天”，据说还是徐霞客出游的第一站。洞内看到的是太湖石而不是一般溶洞所拥有的钟乳石。洞外是梅园，2月-3月的太湖梅花节主场地便在此，大片梅花吸引了无数游人，国庆等节假日游人也不少，连接西山与陆地的太湖大桥会被自驾车堵塞，有条件的话选择工作日前往。多数公交会经停梅园、包山寺、林屋洞，这三站之间的距离非常近，建议在林屋洞下。若是梅花节时来，公交车经过，看到那些露出墙外的梅花，已经让人心生亲近的盼望。进入景区南边黄色庙宇般的正门，门口几株梅花清香扑鼻。趁时间早要先直奔林屋洞，否则等大队旅游团队到达，洞内将挤到寸步难移的地步。林屋洞口有一些摩崖石刻，洞内冬暖夏凉，共有环环相套的六个洞厅。入口处是雨洞，头顶不时有水珠滴落。接着来到较大的隔凡洞，长在地上的太湖石组成了迷宫，很多地方仅容一人通过，需要留意石头上的红色箭头，才能找到方向，沿路可以看到石床、石桌椅等象形石，还有据说和太湖相通的紫隐泉。跨过水上的几块石头，便来到天后别宫洞，这里有一些水景可看。然后到达金龙洞，洞顶的一道裂隙中有不少石花、石柱，整体像一条龙，该洞出土过道教投龙仪式所用的金龙，真迹在苏州博物馆有看。沿着180度转弯的道路经过丙洞，最后到达阳谷洞，是一处相对宽敞的“厅堂”。出林屋洞的道路狭窄且洞顶很低，注意别碰头，洞顶有一些石花可看。出洞后遇岔路，指向道隐园的路将带你绕回林屋洞的入口，指示牌旁的一小片摩崖石刻就是“道隐园”，走指向山顶驾浮阁的路，爬到山顶约需20分钟，山道两旁种有梅花。驾浮阁（三清阁）供奉道教神仙，高层第三层中间的大钟可以免费敲，外围的走廊是好的观景点，可以远眺太湖，俯看梅园花海如轻纱薄雾笼罩在山脚，很壮观。驾浮阁东边的碧螺亭也可以观景。回到林屋洞入口，过太岁殿北行，到达梅园（林屋梅海）。梅园的梅花很多，红梅、白梅、绿梅竞相开放，适合拍照。若非梅花节时来，只玩林屋洞和驾浮阁便足够，梅园仅仅相当于一个绿化很好的公园，可以散散步。,8:00-16:30,4.5,建议游览时间：2小时 - 3小时,120.301012,31.108929
江南采珠游,苏州市相城区渭塘镇珍珠湖路88号,Suzhou,120.664075,31.469863,,,,9:00—16:00,5.0,,120.664075,31.469863
苏州海洋馆Suzhou Aquarium,江苏省苏州市太湖国家旅游度假区环太湖大道28号,Suzhou,120.38007,31.219104,0512-69381000,,苏州海洋馆是一家大型的的综合水族馆，包括水族馆、潜水馆和海洋剧场三个主题部分。在这里不单能欣赏到来自全球各大洋的多彩海洋生物，观看精彩纷呈的动物表演，更可以前往潜水馆，与鱼儿们来一次亲密接触。苏州海洋馆的特色之一是长江和太湖流域的淡水鱼类展示。这是国内唯一的以长江和太湖鱼类为主的淡水展示区，其中有国家一级保护动物中华鲟、扬子鳄等。在海洋动物展示区内可以看到来自红海、印度洋、南太平洋等全球各大洋的珍稀海洋生物。穿行于长长的圆形透明隧道，仿佛探身海洋，惊喜无限。室内的潜水馆，水深15.8米，真实还原了马尔代夫原生态40-60米深的水下珊瑚环境，游客可以畅游其中与鱼儿来一次亲密接触。在海洋剧场内，游客们可以欣赏到日本瓶鼻海豚和南美海豹带来的精彩表演，除了动物表演，海洋剧场内还将上演水中芭蕾、杂技、歌舞等丰富多彩的活动。,9:00-17:00，16:00停止检票。,3.6,建议游览时间：2小时 - 3小时,120.38007,31.219104
独墅湖教堂Dushuhu Church,江苏省苏州市吴中区翠薇路99号,Suzhou,120.71513,31.27096,0512-69566001,,独墅湖教堂因坐落于苏州工业园区风景秀美的独墅湖旁而得名，教堂2008年奠基，2010年4月4日复活节第一次礼拜，同年5月28日举行献堂典礼。教堂主体采用哥特式建筑风格，总建筑面积5619平方米，分为主堂、牧师楼和钟楼三部分。主堂二楼可容纳上千人，一楼设有四间小礼堂，每间可容纳200余人。教堂的彩绘玻璃颇具特色，华美的画面很好地诠释了基督教的文化元素。钟楼高51米，安置有大小各异的5口铜钟，可演奏教堂乐曲，亦可和声报时。矗立于独墅湖的水中十字架是教堂的创举，高6.6米，宽3....独墅湖教堂因坐落于苏州工业园区风景秀美的独墅湖旁而得名，教堂2008年奠基，2010年4月4日复活节第一次礼拜，同年5月28日举行献堂典礼。教堂主体采用哥特式建筑风格，总建筑面积5619平方米，分为主堂、牧师楼和钟楼三部分。主堂二楼可容纳上千人，一楼设有四间小礼堂，每间可容纳200余人。教堂的彩绘玻璃颇具特色，华美的画面很好地诠释了基督教的文化元素。钟楼高51米，安置有大小各异的5口铜钟，可演奏教堂乐曲，亦可和声报时。矗立于独墅湖的水中十字架是教堂的创举，高6.6米，宽3.15米；教堂广场中心的耶稣像为青铜材质，高6米，重3吨，安放在1.8米高的汉白玉大理石底座上。 独墅湖教堂的建成与开放，为苏州广大中外基督教信徒提供了一处高品位的活动场所，增加了园区的文化内涵，同时也为宗教活动规范化提供了必要的设施。,全年 全天开放,4.6,建议游览时间：1小时 - 2小时,120.71513,31.27096
太湖西山国家森林公园缥缈峰景区West Mountain,苏州市吴中区金庭镇缥缈路,Suzhou,120.25224,31.116181,0512-66317668,,西山又称洞庭西山、金庭镇，是太湖中的第一大岛，岛上既能看烟波飘渺的太湖湖景，也有位列太湖七十二峰之首的缥缈峰，有古村，也有溶洞，可游览的景点很多而且各具特色，农家乐和湖鲜也很吸引人。太湖大桥分成三段，从北到南串起了陆地、长沙岛、叶山岛、西山岛，犹如一串项链，本身就是一道风景。游客游玩的主要是西山岛，西山岛中间是山，游览路线便围绕着山成环形，推荐至少安排两天时间，第一天游览东路的林屋洞及周边景点，晚上住在石公山北侧或者明月湾古村内，第二天去西路的缥缈峰或者其他景点。当然，住宿不只石公山和明月湾古村有，西山住宿条件很发达，以农家乐为主，也有高档的度假酒店。当地土菜馆很多，石公山和明月湾古村集中了沿湖的餐馆，尝尝特色美食“太湖三白”白鱼、银鱼、白虾是必须的，秋天上市的太湖大闸蟹也很赞。,全年 周一-周五 08:30-16:00;全年 周六-周日 08:30-16:30,3.9,建议游览时间：12小时 - 3天,120.25224,31.116181
漫山岛Manshan Island,苏州市吴中区太湖东南水域,Suzhou,120.316924,31.264756,,,漫山岛位于太湖东南水域，是一个四面环水的湖心岛，是太湖第三大岛屿。东北与三洋村、司徒庙相望，东南部与太湖大桥相望，是太湖景区中的光福景区的重要组成部分，隶属于吴中区光福镇，生态环境十分优越。漫山岛，南北皆山，东西为洲，洲中有湖，山外有山。漫山岛是一处被“上帝”遗忘的角落，相反却成就了漫山岛的气质，古朴、纯粹、自然。漫步爱情长堤，感受太湖日落的壮观；东洞山，东头山分布于南北，可俯看岛中景致。,全年 全天开放,4.8,建议游览时间：12小时 - 3天,120.316924,31.264756
